DFEDTARL,,DFEDTARU,,RRPONTSYAWARD,,IORR,,Date,SOFR,EFFR,,,,
lin,"Percent, Not Seasonally Adjusted",lin,"Percent, Not Seasonally Adjusted",lin,"Percent, Not Seasonally Adjusted",lin,"Percent, Not Seasonally Adjusted",,,,,,,
d,"Daily, 7-Day",d,"Daily, 7-Day",d,Daily,d,"Daily, 7-Day",,,,,,,
12/16/2008,2008-12-16 to 2023-12-21,12/16/2008,2008-12-16 to 2023-12-21,9/23/2013,2013-09-23 to 2023-12-21,10/9/2008,2008-10-09 to 2021-07-28,,,,,,,
Federal Funds Target Range - Lower Limit,,Federal Funds Target Range - Upper Limit,,Overnight Reverse Repurchase Agreements Award Rate: Treasury Securities Sold by the Federal Reserve in the Temporary Open Market Operations,,Interest Rate on Required Reserves,,,sofr,effr,,,,
Board of Governors of the Federal Reserve System (US),,Board of Governors of the Federal Reserve System (US),,Federal Reserve Bank of New York,,Board of Governors of the Federal Reserve System (US),,,,,,,,
date,value,date,value,date,value,date,value,,,,,,, 
10/4/2016,0.25,10/4/2016,0.5,12/29/2016,0.5,10/4/2016,0.5,1/10/2017,NA,0.66,,,,
10/5/2016,0.25,10/5/2016,0.5,12/30/2016,0.5,10/5/2016,0.5,1/11/2017,NA,0.66,,,,
10/6/2016,0.25,10/6/2016,0.5,1/2/2017,#N/A,10/6/2016,0.5,1/12/2017,NA,0.66,,,,
10/7/2016,0.25,10/7/2016,0.5,1/3/2017,0.5,10/7/2016,0.5,1/13/2017,NA,0.66,,,,
10/8/2016,0.25,10/8/2016,0.5,1/4/2017,0.5,10/8/2016,0.5,1/17/2017,NA,0.66,,,,
10/9/2016,0.25,10/9/2016,0.5,1/5/2017,0.5,10/9/2016,0.5,1/18/2017,NA,0.66,,,,
10/10/2016,0.25,10/10/2016,0.5,1/6/2017,0.5,10/10/2016,0.5,1/19/2017,NA,0.66,,,,
10/11/2016,0.25,10/11/2016,0.5,1/9/2017,0.5,10/11/2016,0.5,1/20/2017,NA,0.66,,,,
10/12/2016,0.25,10/12/2016,0.5,1/10/2017,0.5,10/12/2016,0.5,1/23/2017,NA,0.66,,,,
10/13/2016,0.25,10/13/2016,0.5,1/11/2017,0.5,10/13/2016,0.5,1/24/2017,NA,0.66,,,,
10/14/2016,0.25,10/14/2016,0.5,1/12/2017,0.5,10/14/2016,0.5,1/25/2017,NA,0.66,,,,
10/15/2016,0.25,10/15/2016,0.5,1/13/2017,0.5,10/15/2016,0.5,1/26/2017,NA,0.66,,,,
10/16/2016,0.25,10/16/2016,0.5,1/16/2017,#N/A,10/16/2016,0.5,1/27/2017,NA,0.66,,,,
10/17/2016,0.25,10/17/2016,0.5,1/17/2017,0.5,10/17/2016,0.5,1/30/2017,NA,0.66,,,,
10/18/2016,0.25,10/18/2016,0.5,1/18/2017,0.5,10/18/2016,0.5,1/31/2017,NA,0.56,,,,
10/19/2016,0.25,10/19/2016,0.5,1/19/2017,0.5,10/19/2016,0.5,2/1/2017,NA,0.66,,,,
10/20/2016,0.25,10/20/2016,0.5,1/20/2017,0.5,10/20/2016,0.5,2/2/2017,NA,0.66,,,,
10/21/2016,0.25,10/21/2016,0.5,1/23/2017,0.5,10/21/2016,0.5,2/3/2017,NA,0.66,,,,
10/22/2016,0.25,10/22/2016,0.5,1/24/2017,0.5,10/22/2016,0.5,2/6/2017,NA,0.66,,,,
10/23/2016,0.25,10/23/2016,0.5,1/25/2017,0.5,10/23/2016,0.5,2/7/2017,NA,0.66,,,,
10/24/2016,0.25,10/24/2016,0.5,1/26/2017,0.5,10/24/2016,0.5,2/8/2017,NA,0.66,,,,
10/25/2016,0.25,10/25/2016,0.5,1/27/2017,0.5,10/25/2016,0.5,2/9/2017,NA,0.66,,,,
10/26/2016,0.25,10/26/2016,0.5,1/30/2017,0.5,10/26/2016,0.5,2/10/2017,NA,0.66,,,,
10/27/2016,0.25,10/27/2016,0.5,1/31/2017,0.5,10/27/2016,0.5,2/13/2017,NA,0.66,,,,
10/28/2016,0.25,10/28/2016,0.5,2/1/2017,0.5,10/28/2016,0.5,2/14/2017,NA,0.66,,,,
10/29/2016,0.25,10/29/2016,0.5,2/2/2017,0.5,10/29/2016,0.5,2/15/2017,NA,0.66,,,,
10/30/2016,0.25,10/30/2016,0.5,2/3/2017,0.5,10/30/2016,0.5,2/16/2017,NA,0.66,,,,
10/31/2016,0.25,10/31/2016,0.5,2/6/2017,0.5,10/31/2016,0.5,2/17/2017,NA,0.66,,,,
11/1/2016,0.25,11/1/2016,0.5,2/7/2017,0.5,11/1/2016,0.5,2/21/2017,NA,0.66,,,,
11/2/2016,0.25,11/2/2016,0.5,2/8/2017,0.5,11/2/2016,0.5,2/22/2017,NA,0.66,,,,
11/3/2016,0.25,11/3/2016,0.5,2/9/2017,0.5,11/3/2016,0.5,2/23/2017,NA,0.66,,,,
11/4/2016,0.25,11/4/2016,0.5,2/10/2017,0.5,11/4/2016,0.5,2/24/2017,NA,0.66,,,,
11/5/2016,0.25,11/5/2016,0.5,2/13/2017,0.5,11/5/2016,0.5,2/27/2017,NA,0.66,,,,
11/6/2016,0.25,11/6/2016,0.5,2/14/2017,0.5,11/6/2016,0.5,2/28/2017,NA,0.57,,,,
11/7/2016,0.25,11/7/2016,0.5,2/15/2017,0.5,11/7/2016,0.5,3/1/2017,NA,0.66,,,,
11/8/2016,0.25,11/8/2016,0.5,2/16/2017,0.5,11/8/2016,0.5,3/2/2017,NA,0.66,,,,
11/9/2016,0.25,11/9/2016,0.5,2/17/2017,0.5,11/9/2016,0.5,3/3/2017,NA,0.66,,,,
11/10/2016,0.25,11/10/2016,0.5,2/20/2017,#N/A,11/10/2016,0.5,3/6/2017,NA,0.66,,,,
11/11/2016,0.25,11/11/2016,0.5,2/21/2017,0.5,11/11/2016,0.5,3/7/2017,NA,0.66,,,,
11/12/2016,0.25,11/12/2016,0.5,2/22/2017,0.5,11/12/2016,0.5,3/8/2017,NA,0.66,,,,
11/13/2016,0.25,11/13/2016,0.5,2/23/2017,0.5,11/13/2016,0.5,3/9/2017,NA,0.66,,,,
11/14/2016,0.25,11/14/2016,0.5,2/24/2017,0.5,11/14/2016,0.5,3/10/2017,NA,0.66,,,,
11/15/2016,0.25,11/15/2016,0.5,2/27/2017,0.5,11/15/2016,0.5,3/13/2017,NA,0.66,,,,
11/16/2016,0.25,11/16/2016,0.5,2/28/2017,0.5,11/16/2016,0.5,3/14/2017,NA,0.66,,,,
11/17/2016,0.25,11/17/2016,0.5,3/1/2017,0.5,11/17/2016,0.5,3/15/2017,NA,0.66,,,,
11/18/2016,0.25,11/18/2016,0.5,3/2/2017,0.5,11/18/2016,0.5,3/16/2017,NA,0.91,,,,
11/19/2016,0.25,11/19/2016,0.5,3/3/2017,0.5,11/19/2016,0.5,3/17/2017,NA,0.91,,,,
11/20/2016,0.25,11/20/2016,0.5,3/6/2017,0.5,11/20/2016,0.5,3/20/2017,NA,0.91,,,,
11/21/2016,0.25,11/21/2016,0.5,3/7/2017,0.5,11/21/2016,0.5,3/21/2017,NA,0.91,,,,
11/22/2016,0.25,11/22/2016,0.5,3/8/2017,0.5,11/22/2016,0.5,3/22/2017,NA,0.91,,,,
11/23/2016,0.25,11/23/2016,0.5,3/9/2017,0.5,11/23/2016,0.5,3/23/2017,NA,0.91,,,,
11/24/2016,0.25,11/24/2016,0.5,3/10/2017,0.5,11/24/2016,0.5,3/24/2017,NA,0.91,,,,
11/25/2016,0.25,11/25/2016,0.5,3/13/2017,0.5,11/25/2016,0.5,3/27/2017,NA,0.91,,,,
11/26/2016,0.25,11/26/2016,0.5,3/14/2017,0.5,11/26/2016,0.5,3/28/2017,NA,0.91,,,,
11/27/2016,0.25,11/27/2016,0.5,3/15/2017,0.5,11/27/2016,0.5,3/29/2017,NA,0.91,,,,
11/28/2016,0.25,11/28/2016,0.5,3/16/2017,0.75,11/28/2016,0.5,3/30/2017,NA,0.91,,,,
11/29/2016,0.25,11/29/2016,0.5,3/17/2017,0.75,11/29/2016,0.5,3/31/2017,NA,0.82,,,,
11/30/2016,0.25,11/30/2016,0.5,3/20/2017,0.75,11/30/2016,0.5,4/3/2017,NA,0.91,,,,
12/1/2016,0.25,12/1/2016,0.5,3/21/2017,0.75,12/1/2016,0.5,4/4/2017,NA,0.91,,,,
12/2/2016,0.25,12/2/2016,0.5,3/22/2017,0.75,12/2/2016,0.5,4/5/2017,NA,0.91,,,,
12/3/2016,0.25,12/3/2016,0.5,3/23/2017,0.75,12/3/2016,0.5,4/6/2017,NA,0.91,,,,
12/4/2016,0.25,12/4/2016,0.5,3/24/2017,0.75,12/4/2016,0.5,4/7/2017,NA,0.91,,,,
12/5/2016,0.25,12/5/2016,0.5,3/27/2017,0.75,12/5/2016,0.5,4/10/2017,NA,0.91,,,,
12/6/2016,0.25,12/6/2016,0.5,3/28/2017,0.75,12/6/2016,0.5,4/11/2017,NA,0.91,,,,
12/7/2016,0.25,12/7/2016,0.5,3/29/2017,0.75,12/7/2016,0.5,4/12/2017,NA,0.91,,,,
12/8/2016,0.25,12/8/2016,0.5,3/30/2017,0.75,12/8/2016,0.5,4/13/2017,NA,0.91,,,,
12/9/2016,0.25,12/9/2016,0.5,3/31/2017,0.75,12/9/2016,0.5,4/14/2017,NA,0.91,,,,
12/10/2016,0.25,12/10/2016,0.5,4/3/2017,0.75,12/10/2016,0.5,4/17/2017,NA,0.91,,,,
12/11/2016,0.25,12/11/2016,0.5,4/4/2017,0.75,12/11/2016,0.5,4/18/2017,NA,0.91,,,,
12/12/2016,0.25,12/12/2016,0.5,4/5/2017,0.75,12/12/2016,0.5,4/19/2017,NA,0.91,,,,
12/13/2016,0.25,12/13/2016,0.5,4/6/2017,0.75,12/13/2016,0.5,4/20/2017,NA,0.91,,,,
12/14/2016,0.5,12/14/2016,0.75,4/7/2017,0.75,12/14/2016,0.5,4/21/2017,NA,0.91,,,,
12/15/2016,0.5,12/15/2016,0.75,4/10/2017,0.75,12/15/2016,0.75,4/24/2017,NA,0.91,,,,
12/16/2016,0.5,12/16/2016,0.75,4/11/2017,0.75,12/16/2016,0.75,4/25/2017,NA,0.91,,,,
12/17/2016,0.5,12/17/2016,0.75,4/12/2017,0.75,12/17/2016,0.75,4/26/2017,NA,0.91,,,,
12/18/2016,0.5,12/18/2016,0.75,4/13/2017,#N/A,12/18/2016,0.75,4/27/2017,NA,0.91,,,,
12/19/2016,0.5,12/19/2016,0.75,4/14/2017,#N/A,12/19/2016,0.75,4/28/2017,NA,0.83,,,,
12/20/2016,0.5,12/20/2016,0.75,4/17/2017,0.75,12/20/2016,0.75,5/1/2017,NA,0.91,,,,
12/21/2016,0.5,12/21/2016,0.75,4/18/2017,0.75,12/21/2016,0.75,5/2/2017,NA,0.91,,,,
12/22/2016,0.5,12/22/2016,0.75,4/19/2017,0.75,12/22/2016,0.75,5/3/2017,NA,0.91,,,,
12/23/2016,0.5,12/23/2016,0.75,4/20/2017,0.75,12/23/2016,0.75,5/4/2017,NA,0.91,,,,
12/24/2016,0.5,12/24/2016,0.75,4/21/2017,0.75,12/24/2016,0.75,5/5/2017,NA,0.91,,,,
12/25/2016,0.5,12/25/2016,0.75,4/24/2017,0.75,12/25/2016,0.75,5/8/2017,NA,0.91,,,,
12/26/2016,0.5,12/26/2016,0.75,4/25/2017,0.75,12/26/2016,0.75,5/9/2017,NA,0.91,,,,
12/27/2016,0.5,12/27/2016,0.75,4/26/2017,0.75,12/27/2016,0.75,5/10/2017,NA,0.91,,,,
12/28/2016,0.5,12/28/2016,0.75,4/27/2017,0.75,12/28/2016,0.75,5/11/2017,NA,0.91,,,,
12/29/2016,0.5,12/29/2016,0.75,4/28/2017,0.75,12/29/2016,0.75,5/12/2017,NA,0.91,,,,
12/30/2016,0.5,12/30/2016,0.75,5/1/2017,0.75,12/30/2016,0.75,5/15/2017,NA,0.91,,,,
12/31/2016,0.5,12/31/2016,0.75,5/2/2017,0.75,12/31/2016,0.75,5/16/2017,NA,0.91,,,,
1/1/2017,0.5,1/1/2017,0.75,5/3/2017,0.75,1/1/2017,0.75,5/17/2017,NA,0.91,,,,
1/2/2017,0.5,1/2/2017,0.75,5/4/2017,0.75,1/2/2017,0.75,5/18/2017,NA,0.91,,,,
1/3/2017,0.5,1/3/2017,0.75,5/5/2017,0.75,1/3/2017,0.75,5/19/2017,NA,0.91,,,,
1/4/2017,0.5,1/4/2017,0.75,5/8/2017,0.75,1/4/2017,0.75,5/22/2017,NA,0.91,,,,
1/5/2017,0.5,1/5/2017,0.75,5/9/2017,0.75,1/5/2017,0.75,5/23/2017,NA,0.91,,,,
1/6/2017,0.5,1/6/2017,0.75,5/10/2017,0.75,1/6/2017,0.75,5/24/2017,NA,0.91,,,,
1/7/2017,0.5,1/7/2017,0.75,5/11/2017,0.75,1/7/2017,0.75,5/25/2017,NA,0.91,,,,
1/8/2017,0.5,1/8/2017,0.75,5/12/2017,0.75,1/8/2017,0.75,5/26/2017,NA,0.91,,,,
1/9/2017,0.5,1/9/2017,0.75,5/15/2017,0.75,1/9/2017,0.75,5/30/2017,NA,0.91,,,,
1/10/2017,0.5,1/10/2017,0.75,5/16/2017,0.75,1/10/2017,0.75,5/31/2017,NA,0.83,,,,
1/11/2017,0.5,1/11/2017,0.75,5/17/2017,0.75,1/11/2017,0.75,6/1/2017,NA,0.91,,,,
1/12/2017,0.5,1/12/2017,0.75,5/18/2017,0.75,1/12/2017,0.75,6/2/2017,NA,0.91,,,,
1/13/2017,0.5,1/13/2017,0.75,5/19/2017,0.75,1/13/2017,0.75,6/5/2017,NA,0.91,,,,
1/14/2017,0.5,1/14/2017,0.75,5/22/2017,0.75,1/14/2017,0.75,6/6/2017,NA,0.91,,,,
1/15/2017,0.5,1/15/2017,0.75,5/23/2017,0.75,1/15/2017,0.75,6/7/2017,NA,0.91,,,,
1/16/2017,0.5,1/16/2017,0.75,5/24/2017,0.75,1/16/2017,0.75,6/8/2017,NA,0.91,,,,
1/17/2017,0.5,1/17/2017,0.75,5/25/2017,0.75,1/17/2017,0.75,6/9/2017,NA,0.91,,,,
1/18/2017,0.5,1/18/2017,0.75,5/26/2017,0.75,1/18/2017,0.75,6/12/2017,NA,0.91,,,,
1/19/2017,0.5,1/19/2017,0.75,5/29/2017,#N/A,1/19/2017,0.75,6/13/2017,NA,0.91,,,,
1/20/2017,0.5,1/20/2017,0.75,5/30/2017,0.75,1/20/2017,0.75,6/14/2017,NA,0.91,,,,
1/21/2017,0.5,1/21/2017,0.75,5/31/2017,0.75,1/21/2017,0.75,6/15/2017,NA,1.16,,,,
1/22/2017,0.5,1/22/2017,0.75,6/1/2017,0.75,1/22/2017,0.75,6/16/2017,NA,1.16,,,,
1/23/2017,0.5,1/23/2017,0.75,6/2/2017,0.75,1/23/2017,0.75,6/19/2017,NA,1.16,,,,
1/24/2017,0.5,1/24/2017,0.75,6/5/2017,0.75,1/24/2017,0.75,6/20/2017,NA,1.16,,,,
1/25/2017,0.5,1/25/2017,0.75,6/6/2017,0.75,1/25/2017,0.75,6/21/2017,NA,1.16,,,,
1/26/2017,0.5,1/26/2017,0.75,6/7/2017,0.75,1/26/2017,0.75,6/22/2017,NA,1.16,,,,
1/27/2017,0.5,1/27/2017,0.75,6/8/2017,0.75,1/27/2017,0.75,6/23/2017,NA,1.16,,,,
1/28/2017,0.5,1/28/2017,0.75,6/9/2017,0.75,1/28/2017,0.75,6/26/2017,NA,1.16,,,,
1/29/2017,0.5,1/29/2017,0.75,6/12/2017,0.75,1/29/2017,0.75,6/27/2017,NA,1.16,,,,
1/30/2017,0.5,1/30/2017,0.75,6/13/2017,0.75,1/30/2017,0.75,6/28/2017,NA,1.16,,,,
1/31/2017,0.5,1/31/2017,0.75,6/14/2017,0.75,1/31/2017,0.75,6/29/2017,NA,1.16,,,,
2/1/2017,0.5,2/1/2017,0.75,6/15/2017,1,2/1/2017,0.75,6/30/2017,NA,1.06,,,,
2/2/2017,0.5,2/2/2017,0.75,6/16/2017,1,2/2/2017,0.75,7/3/2017,NA,1.16,,,,
2/3/2017,0.5,2/3/2017,0.75,6/19/2017,1,2/3/2017,0.75,7/5/2017,NA,1.16,,,,
2/4/2017,0.5,2/4/2017,0.75,6/20/2017,1,2/4/2017,0.75,7/6/2017,NA,1.16,,,,
2/5/2017,0.5,2/5/2017,0.75,6/21/2017,1,2/5/2017,0.75,7/7/2017,NA,1.16,,,,
2/6/2017,0.5,2/6/2017,0.75,6/22/2017,1,2/6/2017,0.75,7/10/2017,NA,1.16,,,,
2/7/2017,0.5,2/7/2017,0.75,6/23/2017,1,2/7/2017,0.75,7/11/2017,NA,1.16,,,,
2/8/2017,0.5,2/8/2017,0.75,6/26/2017,1,2/8/2017,0.75,7/12/2017,NA,1.16,,,,
2/9/2017,0.5,2/9/2017,0.75,6/27/2017,1,2/9/2017,0.75,7/13/2017,NA,1.16,,,,
2/10/2017,0.5,2/10/2017,0.75,6/28/2017,1,2/10/2017,0.75,7/14/2017,NA,1.16,,,,
2/11/2017,0.5,2/11/2017,0.75,6/29/2017,1,2/11/2017,0.75,7/17/2017,NA,1.16,,,,
2/12/2017,0.5,2/12/2017,0.75,6/30/2017,1,2/12/2017,0.75,7/18/2017,NA,1.16,,,,
2/13/2017,0.5,2/13/2017,0.75,7/3/2017,1,2/13/2017,0.75,7/19/2017,NA,1.16,,,,
2/14/2017,0.5,2/14/2017,0.75,7/4/2017,#N/A,2/14/2017,0.75,7/20/2017,NA,1.16,,,,
2/15/2017,0.5,2/15/2017,0.75,7/5/2017,1,2/15/2017,0.75,7/21/2017,NA,1.16,,,,
2/16/2017,0.5,2/16/2017,0.75,7/6/2017,1,2/16/2017,0.75,7/24/2017,NA,1.16,,,,
2/17/2017,0.5,2/17/2017,0.75,7/7/2017,1,2/17/2017,0.75,7/25/2017,NA,1.16,,,,
2/18/2017,0.5,2/18/2017,0.75,7/10/2017,1,2/18/2017,0.75,7/26/2017,NA,1.16,,,,
2/19/2017,0.5,2/19/2017,0.75,7/11/2017,1,2/19/2017,0.75,7/27/2017,NA,1.16,,,,
2/20/2017,0.5,2/20/2017,0.75,7/12/2017,1,2/20/2017,0.75,7/28/2017,NA,1.16,,,,
2/21/2017,0.5,2/21/2017,0.75,7/13/2017,1,2/21/2017,0.75,7/31/2017,NA,1.07,,,,
2/22/2017,0.5,2/22/2017,0.75,7/14/2017,1,2/22/2017,0.75,8/1/2017,NA,1.16,,,,
2/23/2017,0.5,2/23/2017,0.75,7/17/2017,1,2/23/2017,0.75,8/2/2017,NA,1.16,,,,
2/24/2017,0.5,2/24/2017,0.75,7/18/2017,1,2/24/2017,0.75,8/3/2017,NA,1.16,,,,
2/25/2017,0.5,2/25/2017,0.75,7/19/2017,1,2/25/2017,0.75,8/4/2017,NA,1.16,,,,
2/26/2017,0.5,2/26/2017,0.75,7/20/2017,1,2/26/2017,0.75,8/7/2017,NA,1.16,,,,
2/27/2017,0.5,2/27/2017,0.75,7/21/2017,1,2/27/2017,0.75,8/8/2017,NA,1.16,,,,
2/28/2017,0.5,2/28/2017,0.75,7/24/2017,1,2/28/2017,0.75,8/9/2017,NA,1.16,,,,
3/1/2017,0.5,3/1/2017,0.75,7/25/2017,1,3/1/2017,0.75,8/10/2017,NA,1.16,,,,
3/2/2017,0.5,3/2/2017,0.75,7/26/2017,1,3/2/2017,0.75,8/11/2017,NA,1.16,,,,
3/3/2017,0.5,3/3/2017,0.75,7/27/2017,1,3/3/2017,0.75,8/14/2017,NA,1.16,,,,
3/4/2017,0.5,3/4/2017,0.75,7/28/2017,1,3/4/2017,0.75,8/15/2017,NA,1.16,,,,
3/5/2017,0.5,3/5/2017,0.75,7/31/2017,1,3/5/2017,0.75,8/16/2017,NA,1.16,,,,
3/6/2017,0.5,3/6/2017,0.75,8/1/2017,1,3/6/2017,0.75,8/17/2017,NA,1.16,,,,
3/7/2017,0.5,3/7/2017,0.75,8/2/2017,1,3/7/2017,0.75,8/18/2017,NA,1.16,,,,
3/8/2017,0.5,3/8/2017,0.75,8/3/2017,1,3/8/2017,0.75,8/21/2017,NA,1.16,,,,
3/9/2017,0.5,3/9/2017,0.75,8/4/2017,1,3/9/2017,0.75,8/22/2017,NA,1.16,,,,
3/10/2017,0.5,3/10/2017,0.75,8/7/2017,1,3/10/2017,0.75,8/23/2017,NA,1.16,,,,
3/11/2017,0.5,3/11/2017,0.75,8/8/2017,1,3/11/2017,0.75,8/24/2017,NA,1.16,,,,
3/12/2017,0.5,3/12/2017,0.75,8/9/2017,1,3/12/2017,0.75,8/25/2017,NA,1.16,,,,
3/13/2017,0.5,3/13/2017,0.75,8/10/2017,1,3/13/2017,0.75,8/28/2017,NA,1.16,,,,
3/14/2017,0.5,3/14/2017,0.75,8/11/2017,1,3/14/2017,0.75,8/29/2017,NA,1.16,,,,
3/15/2017,0.5,3/15/2017,0.75,8/14/2017,1,3/15/2017,0.75,8/30/2017,NA,1.16,,,,
3/16/2017,0.75,3/16/2017,1,8/15/2017,1,3/16/2017,1,8/31/2017,NA,1.07,,,,
3/17/2017,0.75,3/17/2017,1,8/16/2017,1,3/17/2017,1,9/1/2017,NA,1.16,,,,
3/18/2017,0.75,3/18/2017,1,8/17/2017,1,3/18/2017,1,9/5/2017,NA,1.16,,,,
3/19/2017,0.75,3/19/2017,1,8/18/2017,1,3/19/2017,1,9/6/2017,NA,1.16,,,,
3/20/2017,0.75,3/20/2017,1,8/21/2017,1,3/20/2017,1,9/7/2017,NA,1.16,,,,
3/21/2017,0.75,3/21/2017,1,8/22/2017,1,3/21/2017,1,9/8/2017,NA,1.16,,,,
3/22/2017,0.75,3/22/2017,1,8/23/2017,1,3/22/2017,1,9/11/2017,NA,1.16,,,,
3/23/2017,0.75,3/23/2017,1,8/24/2017,1,3/23/2017,1,9/12/2017,NA,1.16,,,,
3/24/2017,0.75,3/24/2017,1,8/25/2017,1,3/24/2017,1,9/13/2017,NA,1.16,,,,
3/25/2017,0.75,3/25/2017,1,8/28/2017,1,3/25/2017,1,9/14/2017,NA,1.16,,,,
3/26/2017,0.75,3/26/2017,1,8/29/2017,1,3/26/2017,1,9/15/2017,NA,1.16,,,,
3/27/2017,0.75,3/27/2017,1,8/30/2017,1,3/27/2017,1,9/18/2017,NA,1.16,,,,
3/28/2017,0.75,3/28/2017,1,8/31/2017,1,3/28/2017,1,9/19/2017,NA,1.16,,,,
3/29/2017,0.75,3/29/2017,1,9/1/2017,1,3/29/2017,1,9/20/2017,NA,1.16,,,,
3/30/2017,0.75,3/30/2017,1,9/4/2017,#N/A,3/30/2017,1,9/21/2017,NA,1.16,,,,
3/31/2017,0.75,3/31/2017,1,9/5/2017,1,3/31/2017,1,9/22/2017,NA,1.16,,,,
4/1/2017,0.75,4/1/2017,1,9/6/2017,1,4/1/2017,1,9/25/2017,NA,1.16,,,,
4/2/2017,0.75,4/2/2017,1,9/7/2017,1,4/2/2017,1,9/26/2017,NA,1.16,,,,
4/3/2017,0.75,4/3/2017,1,9/8/2017,1,4/3/2017,1,9/27/2017,NA,1.16,,,,
4/4/2017,0.75,4/4/2017,1,9/11/2017,1,4/4/2017,1,9/28/2017,NA,1.16,,,,
4/5/2017,0.75,4/5/2017,1,9/12/2017,1,4/5/2017,1,9/29/2017,NA,1.06,,,,
4/6/2017,0.75,4/6/2017,1,9/13/2017,1,4/6/2017,1,10/2/2017,NA,1.16,,,,
4/7/2017,0.75,4/7/2017,1,9/14/2017,1,4/7/2017,1,10/3/2017,NA,1.16,,,,
4/8/2017,0.75,4/8/2017,1,9/15/2017,1,4/8/2017,1,10/4/2017,NA,1.16,,,,
4/9/2017,0.75,4/9/2017,1,9/18/2017,1,4/9/2017,1,10/5/2017,NA,1.16,,,,
4/10/2017,0.75,4/10/2017,1,9/19/2017,1,4/10/2017,1,10/6/2017,NA,1.16,,,,
4/11/2017,0.75,4/11/2017,1,9/20/2017,1,4/11/2017,1,10/10/2017,NA,1.16,,,,
4/12/2017,0.75,4/12/2017,1,9/21/2017,1,4/12/2017,1,10/11/2017,NA,1.16,,,,
4/13/2017,0.75,4/13/2017,1,9/22/2017,1,4/13/2017,1,10/12/2017,NA,1.16,,,,
4/14/2017,0.75,4/14/2017,1,9/25/2017,1,4/14/2017,1,10/13/2017,NA,1.16,,,,
4/15/2017,0.75,4/15/2017,1,9/26/2017,1,4/15/2017,1,10/16/2017,NA,1.16,,,,
4/16/2017,0.75,4/16/2017,1,9/27/2017,1,4/16/2017,1,10/17/2017,NA,1.16,,,,
4/17/2017,0.75,4/17/2017,1,9/28/2017,1,4/17/2017,1,10/18/2017,NA,1.16,,,,
4/18/2017,0.75,4/18/2017,1,9/29/2017,1,4/18/2017,1,10/19/2017,NA,1.16,,,,
4/19/2017,0.75,4/19/2017,1,10/2/2017,1,4/19/2017,1,10/20/2017,NA,1.16,,,,
4/20/2017,0.75,4/20/2017,1,10/3/2017,1,4/20/2017,1,10/23/2017,NA,1.16,,,,
4/21/2017,0.75,4/21/2017,1,10/4/2017,1,4/21/2017,1,10/24/2017,NA,1.16,,,,
4/22/2017,0.75,4/22/2017,1,10/5/2017,1,4/22/2017,1,10/25/2017,NA,1.16,,,,
4/23/2017,0.75,4/23/2017,1,10/6/2017,1,4/23/2017,1,10/26/2017,NA,1.16,,,,
4/24/2017,0.75,4/24/2017,1,10/9/2017,#N/A,4/24/2017,1,10/27/2017,NA,1.16,,,,
4/25/2017,0.75,4/25/2017,1,10/10/2017,1,4/25/2017,1,10/30/2017,NA,1.16,,,,
4/26/2017,0.75,4/26/2017,1,10/11/2017,1,4/26/2017,1,10/31/2017,NA,1.07,,,,
4/27/2017,0.75,4/27/2017,1,10/12/2017,1,4/27/2017,1,11/1/2017,NA,1.16,,,,
4/28/2017,0.75,4/28/2017,1,10/13/2017,1,4/28/2017,1,11/2/2017,NA,1.16,,,,
4/29/2017,0.75,4/29/2017,1,10/16/2017,1,4/29/2017,1,11/3/2017,NA,1.16,,,,
4/30/2017,0.75,4/30/2017,1,10/17/2017,1,4/30/2017,1,11/6/2017,NA,1.16,,,,
5/1/2017,0.75,5/1/2017,1,10/18/2017,1,5/1/2017,1,11/7/2017,NA,1.16,,,,
5/2/2017,0.75,5/2/2017,1,10/19/2017,1,5/2/2017,1,11/8/2017,NA,1.16,,,,
5/3/2017,0.75,5/3/2017,1,10/20/2017,1,5/3/2017,1,11/9/2017,NA,1.16,,,,
5/4/2017,0.75,5/4/2017,1,10/23/2017,1,5/4/2017,1,11/10/2017,NA,1.16,,,,
5/5/2017,0.75,5/5/2017,1,10/24/2017,1,5/5/2017,1,11/13/2017,NA,1.16,,,,
5/6/2017,0.75,5/6/2017,1,10/25/2017,1,5/6/2017,1,11/14/2017,NA,1.16,,,,
5/7/2017,0.75,5/7/2017,1,10/26/2017,1,5/7/2017,1,11/15/2017,NA,1.16,,,,
5/8/2017,0.75,5/8/2017,1,10/27/2017,1,5/8/2017,1,11/16/2017,NA,1.16,,,,
5/9/2017,0.75,5/9/2017,1,10/30/2017,1,5/9/2017,1,11/17/2017,NA,1.16,,,,
5/10/2017,0.75,5/10/2017,1,10/31/2017,1,5/10/2017,1,11/20/2017,NA,1.16,,,,
5/11/2017,0.75,5/11/2017,1,11/1/2017,1,5/11/2017,1,11/21/2017,NA,1.16,,,,
5/12/2017,0.75,5/12/2017,1,11/2/2017,1,5/12/2017,1,11/22/2017,NA,1.16,,,,
5/13/2017,0.75,5/13/2017,1,11/3/2017,1,5/13/2017,1,11/24/2017,NA,1.16,,,,
5/14/2017,0.75,5/14/2017,1,11/6/2017,1,5/14/2017,1,11/27/2017,NA,1.16,,,,
5/15/2017,0.75,5/15/2017,1,11/7/2017,1,5/15/2017,1,11/28/2017,NA,1.16,,,,
